zone,AP_SMART25,itis-wifi2,AP_ITISLI03_5.0,AP_ITISLI02,AP_ITISLI03_2.5,itis-wifi,wifi-itis,itis-pvt,wifi-lab01,AP_SMART50
Aula52_1,-120,-120,-71,-120,-71,-73,-120,-75,-69,-77
Aula52_1,-120,-120,-73,-120,-73,-71,-120,-71,-73,-71
Aula52_1,-120,-120,-73,-120,-69,-69,-120,-71,-73,-73
Aula52_1,-120,-120,-71,-120,-73,-69,-120,-71,-65,-71
Aula52_1,-120,-120,-71,-120,-71,-75,-120,-73,-63,-83
Aula52_1,-120,-120,-71,-120,-73,-75,-120,-79,-75,-71
Aula52_1,-120,-120,-71,-120,-75,-75,-120,-73,-73,-77
Aula52_1,-120,-120,-71,-120,-73,-73,-120,-67,-71,-73
Aula52_1,-120,-120,-75,-120,-75,-71,-120,-69,-77,-73
Aula52_1,-120,-120,-79,-120,-69,-69,-120,-75,-73,-71
Aula52_1,-120,-120,-67,-120,-73,-71,-120,-71,-67,-71
Aula52_1,-120,-120,-73,-120,-73,-71,-120,-79,-71,-69
Aula52_1,-120,-120,-71,-120,-73,-71,-120,-83,-67,-69
Aula52_2,-120,-120,-63,-120,-77,-63,-120,-75,-71,-73
Aula52_2,-120,-120,-75,-120,-65,-67,-120,-67,-65,-65
Aula52_2,-120,-120,-63,-120,-69,-63,-120,-83,-63,-69
Aula52_2,-120,-120,-65,-120,-73,-65,-120,-63,-63,-65
Aula52_2,-120,-120,-75,-120,-65,-65,-120,-75,-65,-67
Aula52_2,-120,-120,-75,-120,-71,-67,-120,-77,-77,-75
Aula52_2,-120,-120,-69,-120,-67,-65,-120,-79,-71,-75
Aula52_2,-120,-120,-77,-120,-77,-120,-120,-77,-75,-75
Aula52_2,-120,-120,-81,-120,-67,-67,-120,-79,-67,-69
Aula52_2,-120,-120,-67,-120,-69,-65,-120,-79,-67,-67
Aula52_2,-120,-120,-65,-120,-65,-67,-120,-65,-69,-75
Aula52_2,-120,-120,-61,-120,-65,-120,-120,-77,-63,-65
Aula52_2,-120,-120,-71,-120,-63,-69,-120,-75,-71,-65
Aula52_2,-120,-120,-65,-120,-73,-69,-120,-63,-65,-65
Aula52_2,-120,-120,-77,-120,-65,-69,-120,-67,-77,-65
Aula52_2,-120,-120,-67,-120,-75,-65,-120,-67,-73,-73
Aula52_2,-120,-120,-75,-120,-67,-63,-120,-75,-77,-77
Aula52_2,-120,-120,-81,-120,-67,-69,-120,-79,-79,-67
Aula52_2,-120,-120,-67,-120,-77,-71,-120,-77,-67,-67
Aula52_2,-120,-120,-65,-120,-69,-67,-120,-69,-69,-67
Aula52_2,-120,-120,-65,-120,-75,-75,-120,-67,-73,-81
Aula52_2,-120,-120,-79,-120,-69,-71,-120,-77,-69,-69
Aula52_2,-120,-120,-69,-120,-67,-69,-120,-67,-69,-69
Aula52_2,-120,-120,-69,-120,-67,-65,-120,-73,-75,-67
Aula52_2,-120,-120,-67,-120,-67,-69,-120,-67,-69,-69
Aula52_2,-120,-120,-77,-120,-77,-67,-120,-65,-67,-63
Aula52_2,-120,-120,-65,-120,-73,-71,-120,-75,-79,-67
Aula52_2,-120,-120,-67,-120,-73,-67,-120,-67,-67,-67
Aula52_2,-120,-120,-73,-120,-67,-69,-120,-65,-67,-75
Aula52_2,-120,-120,-65,-120,-67,-69,-120,-85,-65,-69
CorridoioLab_1,-120,-120,-63,-65,-73,-65,-120,-120,-59,-75
CorridoioLab_1,-120,-120,-63,-61,-63,-73,-120,-120,-61,-71
CorridoioLab_1,-120,-120,-65,-65,-65,-73,-120,-120,-63,-65
CorridoioLab_1,-120,-120,-65,-63,-61,-59,-120,-120,-61,-65
CorridoioLab_1,-120,-120,-69,-61,-65,-71,-120,-120,-61,-65
CorridoioLab_1,-120,-120,-69,-61,-71,-75,-120,-120,-61,-65
CorridoioLab_1,-120,-120,-67,-63,-59,-65,-120,-120,-71,-67
CorridoioLab_1,-120,-120,-61,-59,-59,-67,-120,-120,-59,-65
CorridoioLab_1,-120,-120,-65,-59,-73,-73,-120,-120,-63,-71
CorridoioLab_1,-120,-120,-65,-59,-73,-71,-120,-120,-59,-69
CorridoioLab_1,-120,-120,-57,-65,-59,-59,-120,-120,-63,-61
CorridoioLab_1,-120,-120,-61,-61,-75,-65,-120,-120,-65,-67
CorridoioLab_1,-120,-120,-61,-59,-73,-67,-120,-120,-61,-71
CorridoioLab_1,-120,-120,-65,-65,-71,-71,-120,-120,-59,-63
CorridoioLab_1,-120,-120,-65,-69,-61,-71,-120,-120,-71,-77
CorridoioLab_1,-120,-120,-63,-73,-59,-73,-120,-120,-63,-75
CorridoioLab_1,-120,-120,-63,-59,-59,-73,-120,-120,-61,-75
CorridoioLab_1,-120,-120,-59,-59,-59,-75,-120,-120,-75,-71
CorridoioLab_1,-120,-120,-59,-67,-67,-67,-120,-120,-67,-65
CorridoioLab_1,-120,-120,-61,-63,-67,-63,-120,-120,-69,-65
CorridoioLab_1,-120,-120,-63,-69,-61,-67,-120,-120,-63,-69
CorridoioLab_1,-120,-120,-61,-61,-65,-67,-120,-120,-63,-83
CorridoioLab_1,-120,-120,-61,-63,-63,-65,-120,-120,-73,-59
CorridoioLab_1,-120,-120,-63,-61,-75,-65,-120,-120,-71,-67
CorridoioLab_1,-120,-120,-65,-61,-81,-73,-120,-120,-65,-71
CorridoioLab_1,-120,-120,-59,-71,-73,-67,-120,-120,-59,-79
CorridoioLab_1,-120,-120,-57,-65,-59,-69,-120,-120,-61,-65
CorridoioLab_1,-120,-120,-59,-73,-69,-73,-120,-120,-59,-63
CorridoioLab_1,-120,-120,-63,-59,-79,-75,-120,-120,-61,-59
CorridoioLab_1,-120,-120,-59,-59,-59,-67,-120,-120,-59,-59
CorridoioLab_2,-120,-51,-41,-41,-120,-120,-41,-69,-120,-59
CorridoioLab_2,-120,-65,-59,-41,-120,-120,-59,-120,-120,-65
CorridoioLab_2,-120,-63,-69,-69,-120,-120,-59,-120,-120,-39
CorridoioLab_2,-120,-57,-67,-61,-120,-120,-41,-120,-120,-39
CorridoioLab_2,-120,-59,-65,-59,-120,-120,-39,-63,-120,-63
CorridoioLab_2,-120,-59,-43,-41,-120,-120,-65,-120,-120,-57
CorridoioLab_2,-120,-55,-61,-41,-120,-120,-41,-73,-120,-41
CorridoioLab_2,-120,-57,-41,-43,-120,-120,-59,-71,-120,-55
CorridoioLab_2,-120,-65,-65,-47,-120,-120,-49,-120,-120,-53
CorridoioLab_2,-120,-43,-65,-59,-120,-120,-43,-71,-120,-43
CorridoioLab_2,-120,-65,-65,-43,-120,-120,-43,-120,-120,-43
CorridoioLab_2,-120,-63,-47,-41,-120,-120,-43,-120,-120,-57
CorridoioLab_2,-120,-59,-59,-59,-120,-120,-43,-61,-120,-43
CorridoioLab_2,-120,-61,-61,-61,-120,-120,-41,-69,-120,-43
CorridoioLab_2,-120,-61,-49,-41,-120,-120,-41,-67,-120,-43
CorridoioLab_2,-120,-45,-67,-47,-120,-120,-43,-61,-120,-69
CorridoioLab_2,-120,-61,-47,-45,-120,-120,-43,-79,-120,-43
CorridoioLab_2,-120,-61,-61,-43,-120,-120,-49,-71,-120,-43
CorridoioLab_2,-120,-43,-71,-59,-120,-120,-47,-71,-120,-47
CorridoioLab_2,-120,-59,-61,-43,-120,-120,-43,-71,-120,-49
CorridoioLab_2,-120,-59,-57,-47,-120,-120,-59,-120,-120,-51
CorridoioLab_2,-120,-59,-49,-49,-120,-120,-55,-69,-120,-49
CorridoioLab_2,-120,-57,-43,-43,-120,-120,-59,-69,-120,-49
CorridoioLab_2,-120,-71,-61,-49,-120,-120,-61,-75,-120,-63
CorridoioLab_2,-120,-61,-61,-63,-120,-120,-63,-120,-120,-65
CorridoioLab_2,-120,-61,-39,-45,-120,-120,-51,-71,-120,-39
CorridoioLab_2,-120,-61,-69,-43,-120,-120,-55,-69,-120,-41
CorridoioLab_2,-120,-61,-43,-43,-120,-120,-53,-67,-120,-39
CorridoioLab_2,-120,-61,-47,-45,-120,-120,-49,-75,-120,-47
CorridoioLab_2,-120,-63,-63,-65,-120,-120,-51,-120,-120,-49
Aula51_1,-120,-57,-69,-55,-120,-120,-55,-120,-120,-55
Aula51_1,-120,-75,-69,-57,-120,-120,-47,-120,-120,-69
Aula51_1,-120,-57,-49,-69,-120,-120,-75,-120,-120,-57
Aula51_1,-120,-71,-73,-71,-120,-120,-73,-120,-120,-75
Aula51_1,-120,-49,-71,-71,-120,-120,-69,-120,-120,-81
Aula51_1,-120,-69,-67,-51,-120,-120,-75,-120,-120,-75
Aula51_1,-120,-55,-75,-75,-120,-120,-49,-120,-120,-67
Aula51_1,-120,-69,-55,-47,-120,-120,-77,-120,-120,-47
Aula51_1,-120,-47,-69,-69,-120,-120,-69,-83,-120,-69
Aula51_1,-120,-55,-69,-71,-120,-120,-75,-81,-120,-67
Aula51_1,-120,-57,-67,-47,-120,-120,-73,-120,-120,-71
Aula51_1,-120,-49,-69,-47,-120,-120,-69,-120,-120,-67
Aula51_1,-120,-67,-67,-53,-120,-120,-73,-120,-120,-67
Aula51_1,-120,-65,-67,-69,-120,-120,-75,-120,-120,-55
Aula51_1,-120,-67,-73,-51,-120,-120,-75,-83,-120,-49
Aula51_1,-120,-69,-67,-55,-120,-120,-75,-120,-120,-77
Aula51_1,-120,-49,-69,-53,-120,-120,-69,-120,-120,-69
Aula51_1,-120,-77,-67,-49,-120,-120,-69,-120,-120,-69
Aula51_1,-120,-49,-65,-71,-120,-120,-69,-120,-120,-69
Aula51_1,-120,-55,-65,-75,-120,-120,-67,-120,-120,-67
Aula51_1,-120,-67,-75,-67,-120,-120,-77,-83,-120,-55
Aula51_1,-120,-75,-65,-49,-120,-120,-69,-120,-120,-57
Aula51_1,-120,-69,-67,-69,-120,-120,-49,-120,-120,-69
Aula51_1,-120,-69,-67,-69,-120,-120,-69,-120,-120,-69
Aula51_1,-120,-77,-65,-69,-120,-120,-69,-120,-120,-71
Aula51_1,-120,-69,-71,-47,-120,-120,-77,-120,-120,-71
Aula51_1,-120,-55,-69,-69,-120,-120,-69,-120,-120,-69
Aula51_1,-120,-63,-69,-63,-120,-120,-77,-120,-120,-67
Aula51_1,-120,-75,-75,-69,-120,-120,-69,-120,-120,-75
Aula51_1,-120,-67,-67,-73,-120,-120,-67,-81,-120,-71
Aula51_2,-120,-53,-65,-73,-120,-120,-77,-120,-120,-81
Aula51_2,-120,-71,-69,-71,-120,-120,-71,-120,-120,-77
Aula51_2,-120,-75,-53,-75,-120,-120,-75,-120,-120,-53
Aula51_2,-120,-75,-53,-71,-120,-120,-75,-120,-120,-53
Aula51_2,-120,-49,-77,-75,-120,-120,-71,-120,-120,-51
Aula51_2,-120,-75,-63,-51,-120,-120,-77,-120,-120,-75
Aula51_2,-120,-75,-71,-75,-120,-120,-71,-120,-120,-71
Aula51_2,-120,-49,-73,-73,-120,-120,-79,-120,-120,-75
Aula51_2,-120,-73,-63,-49,-120,-120,-75,-120,-120,-73
Aula51_2,-120,-49,-63,-71,-120,-120,-71,-120,-120,-77
Aula51_2,-120,-75,-63,-49,-120,-120,-73,-120,-120,-73
Aula51_2,-120,-77,-49,-63,-120,-120,-71,-120,-120,-73
Aula51_2,-120,-49,-73,-75,-120,-120,-77,-120,-120,-73
Aula51_2,-120,-71,-65,-49,-120,-120,-75,-120,-120,-73
Aula51_2,-120,-49,-65,-71,-120,-120,-73,-120,-120,-71
Aula51_2,-120,-75,-73,-77,-120,-120,-73,-120,-120,-51
Aula51_2,-120,-51,-73,-75,-120,-120,-77,-120,-120,-77
Aula51_2,-120,-75,-75,-71,-120,-120,-69,-120,-120,-71
Aula51_2,-120,-73,-73,-75,-120,-120,-69,-120,-120,-49
Aula51_2,-120,-73,-75,-75,-120,-120,-71,-120,-120,-49
Aula51_2,-120,-51,-49,-77,-120,-120,-75,-120,-120,-49
Aula51_2,-120,-77,-75,-73,-120,-120,-71,-120,-120,-51
Aula51_2,-120,-77,-73,-73,-120,-120,-81,-120,-120,-47
Aula51_2,-120,-63,-75,-65,-120,-120,-73,-120,-120,-49
Aula51_2,-120,-79,-75,-73,-120,-120,-69,-120,-120,-51
Aula51_2,-120,-75,-77,-79,-120,-120,-49,-120,-120,-49
Aula51_2,-120,-77,-81,-73,-120,-120,-73,-120,-120,-71
Aula51_2,-120,-71,-71,-71,-120,-120,-71,-120,-120,-69
Aula51_2,-120,-63,-49,-49,-120,-120,-73,-120,-120,-75
Aula51_2,-120,-69,-49,-75,-120,-120,-73,-120,-120,-49
CorridoioLab_3,-120,-53,-75,-71,-120,-120,-49,-75,-120,-49
CorridoioLab_3,-120,-53,-75,-69,-120,-120,-73,-73,-120,-69
CorridoioLab_3,-120,-49,-49,-53,-120,-120,-67,-73,-120,-51
CorridoioLab_3,-120,-55,-71,-69,-120,-120,-53,-69,-120,-65
CorridoioLab_3,-120,-51,-51,-53,-120,-120,-67,-69,-120,-67
CorridoioLab_3,-120,-53,-73,-65,-120,-120,-73,-77,-120,-51
CorridoioLab_3,-120,-49,-73,-71,-120,-120,-65,-79,-120,-73
CorridoioLab_3,-120,-71,-49,-77,-120,-120,-77,-79,-120,-75
CorridoioLab_3,-120,-55,-71,-69,-120,-120,-71,-75,-120,-69
CorridoioLab_3,-120,-51,-71,-69,-120,-120,-75,-75,-120,-71
CorridoioLab_3,-120,-57,-57,-51,-120,-120,-65,-73,-120,-69
CorridoioLab_3,-120,-53,-69,-71,-120,-120,-55,-75,-120,-49
CorridoioLab_3,-120,-55,-71,-69,-120,-120,-49,-75,-120,-49
CorridoioLab_3,-120,-71,-51,-71,-120,-120,-63,-71,-120,-65
CorridoioLab_3,-120,-47,-49,-49,-120,-120,-69,-71,-120,-63
CorridoioLab_3,-120,-51,-53,-51,-120,-120,-65,-69,-120,-57
CorridoioLab_3,-120,-65,-51,-45,-120,-120,-69,-69,-120,-69
CorridoioLab_3,-120,-73,-55,-47,-120,-120,-67,-69,-120,-67
CorridoioLab_3,-120,-65,-47,-69,-120,-120,-69,-69,-120,-69
CorridoioLab_3,-120,-51,-67,-67,-120,-120,-65,-69,-120,-45
CorridoioLab_3,-120,-49,-77,-73,-120,-120,-53,-73,-120,-49
CorridoioLab_3,-120,-67,-53,-45,-120,-120,-69,-69,-120,-63
CorridoioLab_3,-120,-49,-47,-65,-120,-120,-67,-75,-120,-45
CorridoioLab_3,-120,-51,-65,-65,-120,-120,-47,-71,-120,-49
CorridoioLab_3,-120,-47,-65,-63,-120,-120,-49,-71,-120,-47
CorridoioLab_3,-120,-47,-69,-75,-120,-120,-49,-69,-120,-47
CorridoioLab_3,-120,-65,-49,-69,-120,-120,-67,-73,-120,-65
CorridoioLab_3,-120,-49,-73,-73,-120,-120,-69,-120,-120,-51
CorridoioLab_3,-120,-53,-51,-69,-120,-120,-71,-71,-120,-71
CorridoioLab_3,-120,-49,-69,-69,-120,-120,-53,-75,-120,-53
CorridoioLab_4,-120,-69,-47,-63,-120,-120,-69,-69,-120,-41
CorridoioLab_4,-120,-73,-47,-63,-120,-120,-71,-67,-120,-63
CorridoioLab_4,-120,-47,-57,-63,-120,-120,-77,-61,-120,-75
CorridoioLab_4,-120,-63,-71,-73,-120,-120,-41,-65,-120,-75
CorridoioLab_4,-120,-57,-47,-69,-120,-120,-67,-67,-120,-71
CorridoioLab_4,-120,-59,-73,-73,-120,-120,-69,-63,-120,-71
CorridoioLab_4,-120,-65,-69,-47,-120,-120,-69,-67,-120,-69
CorridoioLab_4,-120,-67,-45,-67,-120,-120,-67,-65,-120,-71
CorridoioLab_4,-120,-53,-73,-67,-120,-120,-69,-65,-120,-47
CorridoioLab_4,-120,-61,-71,-69,-120,-120,-69,-65,-120,-69
CorridoioLab_4,-120,-47,-65,-65,-120,-120,-73,-63,-120,-73
CorridoioLab_4,-120,-49,-71,-73,-120,-120,-69,-63,-120,-61
CorridoioLab_4,-120,-51,-67,-67,-120,-120,-67,-63,-120,-67
CorridoioLab_4,-120,-47,-67,-47,-120,-120,-69,-65,-120,-63
CorridoioLab_4,-120,-45,-67,-71,-120,-120,-71,-63,-120,-63
CorridoioLab_4,-120,-47,-47,-45,-120,-120,-63,-67,-120,-69
CorridoioLab_4,-120,-47,-71,-69,-120,-120,-69,-67,-120,-65
CorridoioLab_4,-120,-65,-69,-69,-120,-120,-67,-63,-120,-67
CorridoioLab_4,-120,-65,-45,-69,-120,-120,-71,-65,-120,-71
CorridoioLab_4,-120,-65,-69,-69,-120,-120,-49,-61,-120,-69
CorridoioLab_4,-120,-69,-47,-67,-120,-120,-69,-65,-120,-67
CorridoioLab_4,-120,-67,-71,-67,-120,-120,-67,-65,-120,-67
CorridoioLab_4,-120,-67,-69,-69,-120,-120,-67,-65,-120,-45
CorridoioLab_4,-120,-69,-45,-63,-120,-120,-63,-65,-120,-67
CorridoioLab_4,-120,-47,-69,-69,-120,-120,-69,-67,-120,-47
CorridoioLab_4,-120,-45,-43,-71,-120,-120,-67,-63,-120,-67
CorridoioLab_4,-120,-45,-71,-63,-120,-120,-67,-65,-120,-63
CorridoioLab_4,-120,-69,-45,-65,-120,-120,-59,-65,-120,-67
CorridoioLab_4,-120,-43,-69,-39,-120,-120,-59,-65,-120,-63
CorridoioLab_4,-120,-67,-71,-69,-120,-120,-67,-67,-120,-69
Aula50_1,-120,-65,-65,-65,-120,-120,-79,-120,-120,-77
Aula50_1,-120,-65,-59,-79,-120,-120,-75,-120,-120,-77
Aula50_1,-120,-57,-63,-77,-120,-120,-79,-120,-120,-77
Aula50_1,-120,-79,-65,-67,-120,-120,-77,-120,-120,-77
Aula50_1,-120,-57,-67,-57,-120,-120,-79,-120,-120,-73
Aula50_1,-120,-79,-61,-67,-120,-120,-75,-120,-120,-77
Aula50_1,-120,-79,-63,-67,-120,-120,-73,-120,-120,-79
Aula50_1,-120,-79,-65,-67,-120,-120,-65,-120,-120,-79
Aula50_1,-120,-75,-57,-77,-120,-120,-73,-120,-120,-75
Aula50_1,-120,-67,-63,-77,-120,-120,-75,-120,-120,-79
Aula50_1,-120,-79,-61,-65,-120,-120,-79,-120,-120,-75
Aula50_1,-120,-59,-57,-65,-120,-120,-67,-120,-120,-67
Aula50_1,-120,-63,-57,-79,-120,-120,-77,-120,-120,-79
Aula50_1,-120,-59,-57,-79,-120,-120,-79,-120,-120,-79
Aula50_1,-120,-73,-65,-79,-120,-120,-79,-120,-120,-79
Aula50_1,-120,-79,-57,-65,-120,-120,-79,-120,-120,-77
Aula50_1,-120,-67,-77,-79,-120,-120,-77,-120,-120,-75
Aula50_1,-120,-77,-59,-75,-120,-120,-75,-120,-120,-77
Aula50_1,-120,-57,-65,-57,-120,-120,-81,-79,-120,-79
Aula50_1,-120,-67,-65,-59,-120,-120,-77,-81,-120,-65
Aula50_1,-120,-63,-67,-59,-120,-120,-77,-75,-120,-69
Aula50_1,-120,-65,-65,-65,-120,-120,-79,-81,-120,-77
Aula50_1,-120,-57,-55,-65,-120,-120,-75,-77,-120,-79
Aula50_1,-120,-65,-79,-79,-120,-120,-79,-120,-120,-79
Aula50_1,-120,-55,-55,-77,-120,-120,-65,-120,-120,-65
Aula50_1,-120,-75,-63,-67,-120,-120,-77,-120,-120,-79
Aula50_1,-120,-63,-61,-67,-120,-120,-77,-120,-120,-77
Aula50_1,-120,-63,-65,-67,-120,-120,-77,-120,-120,-77
Aula50_1,-120,-77,-65,-65,-120,-120,-75,-81,-120,-67
Aula50_1,-120,-65,-63,-79,-120,-120,-75,-120,-120,-79
Smartlab_1,-120,-120,-63,-69,-120,-120,-120,-49,-120,-120
Smartlab_1,-120,-120,-65,-120,-120,-120,-69,-43,-120,-120
Smartlab_1,-120,-120,-120,-69,-120,-120,-57,-45,-120,-120
Smartlab_1,-120,-65,-120,-120,-120,-120,-65,-43,-120,-120
Smartlab_1,-120,-67,-65,-65,-120,-120,-71,-43,-120,-69
Smartlab_1,-120,-120,-65,-67,-120,-120,-120,-41,-120,-120
Smartlab_1,-120,-81,-69,-69,-120,-120,-69,-45,-120,-67
Smartlab_1,-120,-120,-69,-65,-120,-45,-120,-45,-120,-65
Smartlab_1,-120,-69,-67,-120,-120,-120,-69,-47,-120,-120
Smartlab_1,-120,-65,-120,-120,-120,-120,-63,-43,-120,-120
Smartlab_1,-120,-120,-120,-63,-120,-120,-67,-45,-120,-120
Smartlab_1,-120,-67,-65,-69,-120,-120,-67,-43,-120,-69
Smartlab_1,-120,-65,-120,-69,-120,-120,-75,-43,-120,-120
Smartlab_1,-120,-120,-67,-120,-120,-120,-67,-43,-120,-61
Smartlab_1,-120,-67,-67,-63,-120,-120,-67,-45,-120,-61
Smartlab_1,-120,-69,-73,-120,-120,-120,-71,-45,-120,-67
Smartlab_1,-120,-67,-71,-73,-120,-120,-120,-120,-120,-71
Smartlab_1,-120,-61,-69,-69,-120,-120,-71,-47,-120,-75
Smartlab_1,-120,-120,-71,-61,-120,-120,-69,-47,-120,-69
Smartlab_1,-120,-69,-69,-69,-120,-120,-69,-47,-120,-120
Smartlab_1,-120,-120,-73,-120,-120,-120,-120,-49,-120,-120
Smartlab_1,-120,-75,-75,-120,-120,-120,-73,-45,-120,-79
Smartlab_1,-120,-73,-120,-120,-120,-120,-67,-49,-120,-120
Smartlab_1,-120,-69,-120,-73,-120,-120,-120,-49,-120,-75
Smartlab_1,-120,-63,-79,-120,-120,-120,-120,-49,-120,-120
Smartlab_1,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120
Smartlab_1,-120,-67,-120,-120,-120,-120,-120,-47,-120,-79
Smartlab_1,-120,-120,-67,-67,-120,-120,-120,-49,-120,-67
Smartlab_1,-120,-120,-65,-120,-120,-120,-120,-49,-120,-120
