zone,AP_SMART25,itis-wifi2,AP_ITISLI03_5.0,AP_ITISLI02,AP_ITISLI03_2.5,itis-wifi,wifi-itis,itis-pvt,wifi-lab01,AP_SMART50
Aula52_1,-95.0,-95.0,-74.2,-95.0,-72.2,-70.6,-95.0,-73.4,-76.6,-68.2
Aula52_1,-95.0,-95.0,-72.6,-95.0,-72.2,-69.4,-95.0,-73.8,-76.2,-67.8
Aula52_1,-95.0,-95.0,-70.6,-95.0,-71.4,-69.4,-95.0,-73.0,-72.6,-69.0
Aula52_1,-95.0,-95.0,-70.2,-95.0,-71.8,-69.0,-95.0,-72.2,-72.2,-69.4
Aula52_1,-95.0,-95.0,-72.2,-95.0,-71.0,-68.6,-95.0,-73.8,-69.4,-70.6
Aula52_1,-95.0,-95.0,-73.4,-95.0,-71.4,-69.0,-95.0,-72.6,-67.8,-71.0
Aula52_1,-95.0,-95.0,-73.4,-95.0,-72.6,-79.2,-95.0,-72.6,-68.6,-70.6
Aula52_1,-95.0,-95.0,-73.8,-95.0,-72.6,-79.2,-95.0,-72.2,-70.6,-69.8
Aula52_1,-95.0,-95.0,-72.6,-95.0,-72.2,-79.2,-95.0,-73.0,-72.6,-71.0
Aula52_1,-95.0,-95.0,-71.4,-95.0,-72.6,-79.2,-95.0,-71.4,-74.2,-71.0
Aula52_1,-95.0,-95.0,-68.6,-95.0,-73.4,-78.8,-95.0,-73.0,-74.2,-71.8
Aula52_1,-95.0,-95.0,-70.2,-95.0,-71.4,-69.4,-95.0,-71.0,-74.6,-70.6
Aula52_1,-95.0,-95.0,-71.0,-95.0,-71.4,-70.2,-95.0,-72.2,-73.8,-72.6
Aula52_1,-95.0,-95.0,-71.0,-95.0,-70.6,-70.6,-95.0,-71.4,-73.4,-71.8
Aula52_1,-95.0,-95.0,-72.2,-95.0,-70.6,-71.0,-95.0,-71.0,-72.6,-72.2
Aula52_1,-95.0,-95.0,-73.4,-95.0,-70.2,-71.0,-95.0,-70.6,-71.0,-71.4
Aula52_1,-95.0,-95.0,-71.8,-95.0,-71.4,-71.4,-95.0,-72.2,-68.6,-75.0
Aula52_1,-95.0,-95.0,-71.8,-95.0,-71.8,-71.8,-95.0,-73.0,-69.8,-73.8
Aula52_1,-95.0,-95.0,-71.4,-95.0,-72.2,-72.6,-95.0,-73.4,-69.8,-75.0
Aula52_1,-95.0,-95.0,-71.0,-95.0,-73.0,-73.4,-95.0,-72.6,-69.4,-75.0
Aula52_1,-95.0,-95.0,-71.8,-95.0,-73.4,-73.8,-95.0,-72.2,-71.8,-75.4
Aula52_1,-95.0,-95.0,-73.4,-95.0,-73.0,-72.6,-95.0,-72.6,-73.8,-73.0
Aula52_1,-95.0,-95.0,-72.6,-95.0,-73.0,-71.8,-95.0,-71.0,-72.2,-73.0
Aula52_1,-95.0,-95.0,-73.0,-95.0,-72.6,-71.0,-95.0,-72.2,-71.8,-71.4
Aula52_2,-95.0,-95.0,-68.2,-95.0,-69.8,-64.6,-95.0,-72.6,-65.4,-67.8
Aula52_2,-95.0,-95.0,-70.6,-95.0,-68.6,-65.4,-95.0,-73.0,-66.6,-68.2
Aula52_2,-95.0,-95.0,-69.4,-95.0,-69.0,-65.0,-95.0,-75.4,-67.8,-70.2
Aula52_2,-95.0,-95.0,-72.2,-95.0,-70.6,-76.4,-95.0,-74.2,-70.2,-71.4
Aula52_2,-95.0,-95.0,-75.4,-95.0,-69.4,-76.8,-95.0,-77.4,-71.0,-72.2
Aula52_2,-95.0,-95.0,-73.8,-95.0,-70.2,-76.8,-95.0,-78.2,-71.4,-72.2
Aula52_2,-95.0,-95.0,-71.8,-95.0,-69.0,-76.8,-95.0,-75.8,-69.8,-72.2
Aula52_2,-95.0,-95.0,-70.2,-95.0,-68.6,-87.8,-95.0,-75.4,-68.2,-70.2
Aula52_2,-95.0,-95.0,-69.0,-95.0,-65.8,-77.6,-95.0,-75.0,-67.4,-68.2
Aula52_2,-95.0,-95.0,-65.8,-95.0,-67.0,-78.0,-95.0,-71.8,-67.0,-67.4
Aula52_2,-95.0,-95.0,-67.8,-95.0,-66.2,-78.8,-95.0,-69.4,-69.0,-67.0
Aula52_2,-95.0,-95.0,-68.2,-95.0,-68.2,-78.4,-95.0,-69.8,-69.8,-66.6
Aula52_2,-95.0,-95.0,-71.0,-95.0,-68.6,-67.0,-95.0,-69.4,-72.6,-69.0
Aula52_2,-95.0,-95.0,-73.0,-95.0,-69.4,-67.0,-95.0,-70.2,-74.2,-69.4
Aula52_2,-95.0,-95.0,-73.4,-95.0,-70.2,-67.4,-95.0,-73.0,-74.6,-69.8
Aula52_2,-95.0,-95.0,-71.0,-95.0,-71.0,-67.0,-95.0,-73.4,-73.0,-70.2
Aula52_2,-95.0,-95.0,-70.6,-95.0,-71.0,-69.0,-95.0,-73.4,-73.0,-71.8
Aula52_2,-95.0,-95.0,-71.4,-95.0,-71.4,-70.6,-95.0,-73.8,-71.4,-70.2
Aula52_2,-95.0,-95.0,-69.0,-95.0,-71.4,-70.6,-95.0,-71.4,-69.4,-70.6
Aula52_2,-95.0,-95.0,-69.4,-95.0,-69.4,-69.4,-95.0,-70.6,-71.0,-70.6
Aula52_2,-95.0,-95.0,-69.8,-95.0,-69.0,-69.8,-95.0,-70.2,-71.0,-71.0
Aula52_2,-95.0,-95.0,-72.2,-95.0,-69.4,-68.2,-95.0,-69.8,-69.8,-67.4
Aula52_2,-95.0,-95.0,-69.4,-95.0,-70.2,-68.2,-95.0,-69.4,-71.8,-67.0
Aula52_2,-95.0,-95.0,-69.0,-95.0,-71.4,-67.8,-95.0,-69.4,-71.4,-66.6
Aula52_2,-95.0,-95.0,-69.8,-95.0,-71.4,-68.6,-95.0,-67.8,-69.8,-68.2
CorridoioLab_1,-95.0,-95.0,-65.0,-63.0,-65.4,-68.2,-95.0,-95.0,-61.0,-68.2
CorridoioLab_1,-95.0,-95.0,-66.2,-62.2,-65.0,-70.2,-95.0,-95.0,-61.4,-66.2
CorridoioLab_1,-95.0,-95.0,-67.0,-62.6,-64.2,-68.6,-95.0,-95.0,-63.4,-65.4
CorridoioLab_1,-95.0,-95.0,-66.2,-61.4,-63.0,-67.4,-95.0,-95.0,-62.6,-65.4
CorridoioLab_1,-95.0,-95.0,-66.2,-60.6,-65.4,-70.2,-95.0,-95.0,-63.0,-66.6
CorridoioLab_1,-95.0,-95.0,-65.4,-60.2,-67.0,-70.2,-95.0,-95.0,-62.6,-67.4
CorridoioLab_1,-95.0,-95.0,-63.0,-61.0,-64.6,-67.0,-95.0,-95.0,-63.0,-66.6
CorridoioLab_1,-95.0,-95.0,-61.8,-60.6,-67.8,-67.0,-95.0,-95.0,-61.8,-66.6
CorridoioLab_1,-95.0,-95.0,-61.8,-60.6,-70.6,-67.0,-95.0,-95.0,-62.2,-67.8
CorridoioLab_1,-95.0,-95.0,-61.8,-61.8,-70.2,-66.6,-95.0,-95.0,-61.4,-66.2
CorridoioLab_1,-95.0,-95.0,-61.8,-63.8,-67.8,-66.6,-95.0,-95.0,-63.8,-67.8
CorridoioLab_1,-95.0,-95.0,-63.0,-65.4,-67.8,-69.4,-95.0,-95.0,-63.8,-70.6
CorridoioLab_1,-95.0,-95.0,-63.4,-65.0,-64.6,-71.0,-95.0,-95.0,-63.0,-72.2
CorridoioLab_1,-95.0,-95.0,-63.0,-65.0,-61.8,-72.6,-95.0,-95.0,-65.8,-72.2
CorridoioLab_1,-95.0,-95.0,-61.8,-65.4,-61.0,-71.8,-95.0,-95.0,-67.4,-72.6
CorridoioLab_1,-95.0,-95.0,-61.0,-64.2,-62.2,-70.2,-95.0,-95.0,-67.0,-70.2
CorridoioLab_1,-95.0,-95.0,-61.0,-63.4,-62.6,-69.0,-95.0,-95.0,-67.0,-69.0
CorridoioLab_1,-95.0,-95.0,-60.6,-63.8,-63.8,-67.8,-95.0,-95.0,-67.4,-70.6
CorridoioLab_1,-95.0,-95.0,-61.0,-64.6,-64.6,-65.8,-95.0,-95.0,-67.0,-68.2
CorridoioLab_1,-95.0,-95.0,-61.8,-63.4,-66.2,-65.4,-95.0,-95.0,-67.8,-68.6
CorridoioLab_1,-95.0,-95.0,-62.6,-63.0,-69.0,-67.4,-95.0,-95.0,-67.0,-69.8
CorridoioLab_1,-95.0,-95.0,-61.8,-63.4,-71.4,-67.4,-95.0,-95.0,-66.2,-71.8
CorridoioLab_1,-95.0,-95.0,-61.0,-64.2,-70.2,-67.8,-95.0,-95.0,-65.8,-68.2
CorridoioLab_1,-95.0,-95.0,-60.6,-66.2,-71.4,-69.4,-95.0,-95.0,-63.0,-69.0
CorridoioLab_1,-95.0,-95.0,-60.6,-65.8,-72.2,-71.4,-95.0,-95.0,-61.0,-67.4
CorridoioLab_2,-95.0,-59.0,-60.2,-54.2,-95.0,-95.0,-47.8,-98.4,-95.0,-53.0
CorridoioLab_2,-95.0,-60.6,-60.6,-54.2,-95.0,-95.0,-52.6,-108.6,-95.0,-52.6
CorridoioLab_2,-95.0,-58.6,-61.0,-54.2,-95.0,-95.0,-49.0,-99.2,-95.0,-47.8
CorridoioLab_2,-95.0,-57.4,-55.4,-49.0,-95.0,-95.0,-49.0,-89.4,-95.0,-51.0
CorridoioLab_2,-95.0,-59.0,-55.0,-46.2,-95.0,-95.0,-50.6,-89.4,-95.0,-53.8
CorridoioLab_2,-95.0,-55.8,-55.0,-46.2,-95.0,-95.0,-51.4,-91.0,-95.0,-49.8
CorridoioLab_2,-95.0,-57.0,-59.4,-46.6,-95.0,-95.0,-47.0,-91.0,-95.0,-47.0
CorridoioLab_2,-95.0,-58.6,-56.6,-46.6,-95.0,-95.0,-47.4,-100.4,-95.0,-50.2
CorridoioLab_2,-95.0,-59.0,-60.2,-49.8,-95.0,-95.0,-44.2,-98.4,-95.0,-47.8
CorridoioLab_2,-95.0,-58.2,-59.4,-52.6,-95.0,-95.0,-42.6,-88.2,-95.0,-45.8
CorridoioLab_2,-95.0,-61.8,-56.2,-49.0,-95.0,-95.0,-42.2,-87.4,-95.0,-45.8
CorridoioLab_2,-95.0,-57.8,-56.6,-49.8,-95.0,-95.0,-42.2,-75.6,-95.0,-51.0
CorridoioLab_2,-95.0,-57.4,-56.6,-50.6,-95.0,-95.0,-42.2,-67.4,-95.0,-48.2
CorridoioLab_2,-95.0,-57.8,-57.0,-47.4,-95.0,-95.0,-43.4,-69.4,-95.0,-48.2
CorridoioLab_2,-95.0,-54.2,-59.0,-47.0,-95.0,-95.0,-44.6,-69.8,-95.0,-49.0
CorridoioLab_2,-95.0,-53.8,-61.4,-47.4,-95.0,-95.0,-45.0,-70.6,-95.0,-50.2
CorridoioLab_2,-95.0,-56.6,-59.4,-47.4,-95.0,-95.0,-48.2,-82.4,-95.0,-46.6
CorridoioLab_2,-95.0,-56.2,-59.8,-48.2,-95.0,-95.0,-50.6,-80.4,-95.0,-47.8
CorridoioLab_2,-95.0,-55.4,-56.2,-48.2,-95.0,-95.0,-52.6,-80.0,-95.0,-49.0
CorridoioLab_2,-95.0,-61.0,-54.2,-46.2,-95.0,-95.0,-55.4,-80.8,-95.0,-52.2
CorridoioLab_2,-95.0,-61.4,-54.2,-50.2,-95.0,-95.0,-59.4,-90.6,-95.0,-55.4
CorridoioLab_2,-95.0,-61.8,-50.6,-49.8,-95.0,-95.0,-57.8,-80.8,-95.0,-53.0
CorridoioLab_2,-95.0,-62.2,-54.6,-48.6,-95.0,-95.0,-57.8,-80.8,-95.0,-51.4
CorridoioLab_2,-95.0,-63.0,-54.6,-48.6,-95.0,-95.0,-56.6,-80.4,-95.0,-49.4
CorridoioLab_2,-95.0,-61.0,-51.8,-47.8,-95.0,-95.0,-54.2,-80.4,-95.0,-46.2
Aula51_1,-95.0,-61.8,-66.2,-64.6,-95.0,-95.0,-63.8,-95.0,-95.0,-67.4
Aula51_1,-95.0,-64.2,-65.8,-63.8,-95.0,-95.0,-67.8,-95.0,-95.0,-71.4
Aula51_1,-95.0,-60.2,-67.0,-67.4,-95.0,-95.0,-68.2,-95.0,-95.0,-71.0
Aula51_1,-95.0,-62.6,-68.2,-63.0,-95.0,-95.0,-68.6,-95.0,-95.0,-69.0
Aula51_1,-95.0,-57.8,-67.4,-62.6,-95.0,-95.0,-67.8,-112.6,-95.0,-67.8
Aula51_1,-95.0,-59.0,-67.0,-62.6,-95.0,-95.0,-69.0,-104.8,-95.0,-65.0
Aula51_1,-95.0,-56.6,-67.0,-61.8,-95.0,-95.0,-68.6,-104.8,-95.0,-64.2
Aula51_1,-95.0,-55.4,-65.8,-56.2,-95.0,-95.0,-72.6,-104.8,-95.0,-64.2
Aula51_1,-95.0,-55.0,-68.2,-57.4,-95.0,-95.0,-71.8,-104.8,-95.0,-68.2
Aula51_1,-95.0,-58.6,-67.8,-57.4,-95.0,-95.0,-73.0,-112.2,-95.0,-65.4
Aula51_1,-95.0,-61.0,-68.6,-53.4,-95.0,-95.0,-73.0,-112.6,-95.0,-61.8
Aula51_1,-95.0,-63.4,-68.6,-55.0,-95.0,-95.0,-73.4,-112.6,-95.0,-63.0
Aula51_1,-95.0,-63.4,-68.6,-56.2,-95.0,-95.0,-73.4,-112.6,-95.0,-63.4
Aula51_1,-95.0,-65.4,-68.6,-55.4,-95.0,-95.0,-72.6,-112.6,-95.0,-63.8
Aula51_1,-95.0,-62.2,-68.2,-55.8,-95.0,-95.0,-71.4,-112.6,-95.0,-66.6
Aula51_1,-95.0,-59.8,-66.6,-60.6,-95.0,-95.0,-69.8,-95.0,-95.0,-70.2
Aula51_1,-95.0,-59.4,-68.2,-63.0,-95.0,-95.0,-70.2,-112.6,-95.0,-65.8
Aula51_1,-95.0,-64.6,-67.4,-62.2,-95.0,-95.0,-70.2,-112.6,-95.0,-63.4
Aula51_1,-95.0,-63.0,-67.4,-66.2,-95.0,-95.0,-66.2,-112.6,-95.0,-63.4
Aula51_1,-95.0,-67.0,-67.8,-65.8,-95.0,-95.0,-66.2,-112.6,-95.0,-63.4
Aula51_1,-95.0,-71.4,-67.8,-64.6,-95.0,-95.0,-66.6,-112.6,-95.0,-64.2
Aula51_1,-95.0,-71.8,-67.0,-60.6,-95.0,-95.0,-66.6,-95.0,-95.0,-67.4
Aula51_1,-95.0,-67.8,-67.8,-64.6,-95.0,-95.0,-66.6,-95.0,-95.0,-69.8
Aula51_1,-95.0,-66.6,-68.2,-63.4,-95.0,-95.0,-72.2,-95.0,-95.0,-69.4
Aula51_1,-95.0,-67.8,-69.8,-63.4,-95.0,-95.0,-72.2,-95.0,-95.0,-70.6
Aula51_2,-95.0,-64.6,-63.4,-73.0,-95.0,-95.0,-73.8,-95.0,-95.0,-63.0
Aula51_2,-95.0,-69.0,-63.0,-68.6,-95.0,-95.0,-73.8,-95.0,-95.0,-61.8
Aula51_2,-95.0,-69.8,-63.4,-69.4,-95.0,-95.0,-73.8,-95.0,-95.0,-60.6
Aula51_2,-95.0,-64.6,-67.4,-69.0,-95.0,-95.0,-74.6,-95.0,-95.0,-65.0
Aula51_2,-95.0,-64.2,-69.4,-64.6,-95.0,-95.0,-74.6,-95.0,-95.0,-69.0
Aula51_2,-95.0,-64.2,-66.6,-63.8,-95.0,-95.0,-74.6,-95.0,-95.0,-74.2
Aula51_2,-95.0,-64.2,-66.6,-63.4,-95.0,-95.0,-73.8,-95.0,-95.0,-73.8
Aula51_2,-95.0,-64.6,-62.2,-61.0,-95.0,-95.0,-73.8,-95.0,-95.0,-74.2
Aula51_2,-95.0,-64.6,-62.2,-61.4,-95.0,-95.0,-73.4,-95.0,-95.0,-73.8
Aula51_2,-95.0,-64.2,-62.6,-61.4,-95.0,-95.0,-73.4,-95.0,-95.0,-73.8
Aula51_2,-95.0,-64.2,-63.0,-61.4,-95.0,-95.0,-73.8,-95.0,-95.0,-72.6
Aula51_2,-95.0,-64.2,-65.0,-67.0,-95.0,-95.0,-73.8,-95.0,-95.0,-68.2
Aula51_2,-95.0,-59.0,-69.8,-69.4,-95.0,-95.0,-75.0,-95.0,-95.0,-69.0
Aula51_2,-95.0,-64.2,-70.2,-68.6,-95.0,-95.0,-73.4,-95.0,-95.0,-68.6
Aula51_2,-95.0,-64.6,-71.8,-73.8,-95.0,-95.0,-72.2,-95.0,-95.0,-63.8
Aula51_2,-95.0,-69.4,-73.8,-74.6,-95.0,-95.0,-71.8,-95.0,-95.0,-59.4
Aula51_2,-95.0,-64.6,-69.0,-74.6,-95.0,-95.0,-72.2,-95.0,-95.0,-59.0
Aula51_2,-95.0,-69.8,-69.4,-74.2,-95.0,-95.0,-71.0,-95.0,-95.0,-53.8
Aula51_2,-95.0,-70.2,-69.0,-74.6,-95.0,-95.0,-73.4,-95.0,-95.0,-49.0
Aula51_2,-95.0,-68.2,-69.4,-72.6,-95.0,-95.0,-74.2,-95.0,-95.0,-49.0
Aula51_2,-95.0,-69.4,-69.4,-72.2,-95.0,-95.0,-73.8,-95.0,-95.0,-49.4
Aula51_2,-95.0,-74.2,-75.0,-72.6,-95.0,-95.0,-68.6,-95.0,-95.0,-49.4
Aula51_2,-95.0,-74.2,-76.2,-72.6,-95.0,-95.0,-69.0,-95.0,-95.0,-53.4
Aula51_2,-95.0,-73.0,-75.8,-72.2,-95.0,-95.0,-67.0,-95.0,-95.0,-57.8
Aula51_2,-95.0,-73.0,-70.6,-69.0,-95.0,-95.0,-67.0,-95.0,-95.0,-63.0
CorridoioLab_3,-95.0,-52.2,-64.2,-63.0,-95.0,-95.0,-61.8,-71.8,-95.0,-60.2
CorridoioLab_3,-95.0,-52.2,-63.8,-61.8,-95.0,-95.0,-66.6,-72.2,-95.0,-60.6
CorridoioLab_3,-95.0,-51.4,-63.4,-62.2,-95.0,-95.0,-65.0,-73.4,-95.0,-61.4
CorridoioLab_3,-95.0,-55.8,-63.4,-67.0,-95.0,-95.0,-67.0,-74.6,-95.0,-66.2
CorridoioLab_3,-95.0,-55.8,-63.4,-67.0,-95.0,-95.0,-70.6,-75.8,-95.0,-67.0
CorridoioLab_3,-95.0,-55.8,-67.4,-70.2,-95.0,-95.0,-72.2,-77.0,-95.0,-67.8
CorridoioLab_3,-95.0,-56.6,-64.2,-67.4,-95.0,-95.0,-70.6,-76.2,-95.0,-71.4
CorridoioLab_3,-95.0,-57.4,-63.4,-67.4,-95.0,-95.0,-68.6,-75.4,-95.0,-66.6
CorridoioLab_3,-95.0,-54.2,-67.8,-65.8,-95.0,-95.0,-63.0,-74.6,-95.0,-61.4
CorridoioLab_3,-95.0,-57.4,-63.8,-66.2,-95.0,-95.0,-61.4,-73.8,-95.0,-60.6
CorridoioLab_3,-95.0,-56.6,-59.4,-62.2,-95.0,-95.0,-60.2,-73.0,-95.0,-59.0
CorridoioLab_3,-95.0,-55.4,-58.6,-62.2,-95.0,-95.0,-60.2,-72.2,-95.0,-56.6
CorridoioLab_3,-95.0,-57.8,-55.0,-57.0,-95.0,-95.0,-63.0,-71.0,-95.0,-60.6
CorridoioLab_3,-95.0,-61.4,-51.8,-52.6,-95.0,-95.0,-66.6,-69.8,-95.0,-64.2
CorridoioLab_3,-95.0,-60.2,-51.0,-52.2,-95.0,-95.0,-67.8,-69.4,-95.0,-65.0
CorridoioLab_3,-95.0,-61.0,-54.6,-55.8,-95.0,-95.0,-67.0,-69.0,-95.0,-61.4
CorridoioLab_3,-95.0,-60.6,-59.4,-60.2,-95.0,-95.0,-64.6,-69.8,-95.0,-59.8
CorridoioLab_3,-95.0,-61.0,-59.8,-60.2,-95.0,-95.0,-64.6,-69.8,-95.0,-58.6
CorridoioLab_3,-95.0,-56.2,-58.2,-63.8,-95.0,-95.0,-64.6,-71.0,-95.0,-54.2
CorridoioLab_3,-95.0,-53.4,-61.8,-63.0,-95.0,-95.0,-60.2,-71.4,-95.0,-50.2
CorridoioLab_3,-95.0,-52.6,-61.4,-62.2,-95.0,-95.0,-57.0,-71.8,-95.0,-50.6
CorridoioLab_3,-95.0,-52.2,-59.8,-62.6,-95.0,-95.0,-56.2,-71.0,-95.0,-50.2
CorridoioLab_3,-95.0,-51.8,-59.0,-67.4,-95.0,-95.0,-55.8,-71.8,-95.0,-50.6
CorridoioLab_3,-95.0,-51.8,-64.2,-69.0,-95.0,-95.0,-56.2,-80.8,-95.0,-51.8
CorridoioLab_3,-95.0,-52.2,-61.4,-69.8,-95.0,-95.0,-61.0,-80.8,-95.0,-56.2
CorridoioLab_4,-95.0,-61.8,-53.8,-66.2,-95.0,-95.0,-65.0,-65.8,-95.0,-65.0
CorridoioLab_4,-95.0,-59.8,-59.0,-68.2,-95.0,-95.0,-65.0,-64.6,-95.0,-71.0
CorridoioLab_4,-95.0,-58.2,-63.4,-65.0,-95.0,-95.0,-64.6,-64.6,-95.0,-72.2
CorridoioLab_4,-95.0,-62.2,-61.0,-65.8,-95.0,-95.0,-62.6,-65.4,-95.0,-71.4
CorridoioLab_4,-95.0,-60.2,-61.4,-64.6,-95.0,-95.0,-68.2,-65.4,-95.0,-65.8
CorridoioLab_4,-95.0,-61.0,-66.2,-64.6,-95.0,-95.0,-68.6,-65.0,-95.0,-65.4
CorridoioLab_4,-95.0,-58.6,-64.6,-63.0,-95.0,-95.0,-69.4,-65.0,-95.0,-65.8
CorridoioLab_4,-95.0,-55.4,-65.0,-68.2,-95.0,-95.0,-69.4,-64.2,-95.0,-64.2
CorridoioLab_4,-95.0,-52.2,-69.4,-68.2,-95.0,-95.0,-69.4,-63.8,-95.0,-63.4
CorridoioLab_4,-95.0,-51.0,-68.2,-64.2,-95.0,-95.0,-69.4,-63.8,-95.0,-66.6
CorridoioLab_4,-95.0,-47.8,-67.4,-64.6,-95.0,-95.0,-69.8,-63.4,-95.0,-65.4
